TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2022,2,279700,8580,262900,296600,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2020,1,85.7,1,83.6,87.7,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2022,2,85.8,1,83.6,87.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2020,1,97.7,0.5,96.5,98.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2022,2,98.3,0.4,97.4,99,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Activities director,54,54,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Activities director,54,54,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Aide,56,56,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Aide,56,56,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Registered nurse,60,60,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Registered nurse,60,60,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Social worker,62,62,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Social worker,62,62,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,8.2,0.3,7.7,8.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,9.6,0.5,8.6,10.5,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,92.7,0.3,92.2,93.2,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,92.3,0.3,91.6,92.9,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves patients with dementia,66,66,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves patients with dementia,66,66,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves patients with and without dementia,72,72,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves patients with and without dementia,72,72,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2020,1,98.4,0.4,97.5,99,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2022,2,98.3,0.4,97.4,98.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2020,1,98.9,0.3,98.1,99.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2022,2,98.7,0.3,97.9,99.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2020,1,,,,,~~~,"NA_NPALS24,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2022,2,,,,,~~~,"NA_NPALS24,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2020,1,97.2,0.5,96.1,98,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2022,2,96.2,0.6,95,97.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2020,1,350,,,,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2022,2,340,,,,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2020,1,95.1,1.2,92.3,97,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2022,2,,,,,*,"FN_NPALS22,NA_NPALS08,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2020,1,4.9,1.2,3.1,7.7,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2022,2,,,,,*,"FN_NPALS22,NA_NPALS08,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2020,1,0,,,,-,"FN_NPALS22,NA_NPALS16,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2022,2,,,,,*,"FN_NPALS22,NA_NPALS08,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2020,1,10.9,1.7,8,14.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2022,2,10.7,1.7,7.8,14.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2020,1,20.4,2.2,16.5,25,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2022,2,19.9,2.2,15.9,24.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2020,1,54,2.7,48.7,59.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2022,2,54.6,2.7,49.2,59.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2020,1,14.7,1.9,11.3,18.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2022,2,14.8,1.9,11.4,19.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,2,2,,,"Number of beds, total",8,2020,1,24100,1400,21300,26900,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,2,2,,,"Number of beds, total",8,2022,2,23100,1370,20400,25800,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,16,16,,,"Number of beds, average",10,2020,1,69,4,61,77,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,16,16,,,"Number of beds, average",10,2022,2,69,4,61,77,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,Total,4,4,,,"Number of patients, annual average",14,2020,1,234,9,216,252,,"FN_NPALS16,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,Total,4,4,,,"Number of patients, annual average",14,2022,2,195,8,179,212,,"FN_NPALS18,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,1-100 patients,28,28,,,"Percent of total providers, crude",2,2020,1,14.5,1.9,11.1,18.6,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,1-100 patients,28,28,,,"Percent of total providers, crude",2,2022,2,23.8,2.3,19.6,28.7,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,101-300 patients,30,30,,,"Percent of total providers, crude",2,2020,1,61.3,2.6,56,66.3,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,101-300 patients,30,30,,,"Percent of total providers, crude",2,2022,2,59.1,2.7,53.8,64.2,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,≥301 patients,32,32,,,"Percent of total providers, crude",2,2020,1,24.3,2.3,20,29.1,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,≥301 patients,32,32,,,"Percent of total providers, crude",2,2022,2,17.1,2,13.4,21.5,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2020,1,78.2,2.2,73.5,82.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2022,2,78.9,2.2,74.2,83,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2020,1,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2022,2,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2020,1,68,2.5,62.9,72.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2022,2,69.6,2.5,64.5,74.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2020,1,8.7,1.5,6.1,12.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2022,2,23.2,2.3,19,28.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2020,1,23.3,2.3,19.2,28.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2022,2,7.1,1.4,4.8,10.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2020,1,12400,420,11600,13300,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2022,2,14500,920,12700,16400,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2022,2,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2020,1,73.3,2.4,68.4,77.7,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2022,2,74.2,2.4,69.2,78.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Long-term care hospital,5,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2020,1,96.3,1,93.7,97.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
